design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
/home/opentools/OpenLane/designs/fft,DIF_R2SDF_top,opttime1,flow completed,0h16m11s0ms,0h9m44s0ms,-4.0,0.5202305344999999,-1,25.58,1921.17,-1,0,0,0,0,0,0,0,-1,0,-1,-1,911647,126949,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,782440341.0,0.0,48.58,43.74,33.13,29.64,23.67,9460,12013,271,2800,0,0,0,9729,153,368,160,1076,1047,2193,885,209,172,171,45,518,7047,0,7565,496461.14560000005,0.00952,0.0118,6.26e-05,0.0119,0.015,1.08e-07,0.0129,0.0177,1.77e-07,16.3,21.0,47.61904761904762,20,DELAY 1,5,25,1,153.6,153.18,0.4,0.3,sky130_fd_sc_hd,4,0
